COLLISION_ID,LOCATION,X,Y,LONGITUDE,LATITUDE,DATE,TIME,ENVIRONMENT,LIGHT,SURFACE_CONDITION,TRAFFIC_CONTROL,TRAFFIC_CONTROL_CONDITION,COLLISION_CLASSIFICATION,IMPACT_TYPE,NO_OF_PEDESTRIANS
17-13781,HWY417 IC129 RAMP51 btwn HIGHWAY 417 & ASHLEY ST,360155.14264,5023278.81368,-75.79359021940,45.34727108390,2017-08-30,4:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13782,HIGHWAY 417 btwn HWY417 IC119B RAMP76 & HWY417 IC119A RAMP67,368433.86586,5030445.12052,-75.68702843400,45.41104928150,2017-08-30,2:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13783,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,355460.59941,5021717.70540,-75.85365506040,45.33357885310,2017-08-31,8:50:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,04 - Sideswipe,0
17-13784,HIGHWAY 417 btwn HWY417 IC121A RAMP16 & HWY417 IC121A RAMP61,367450.26124,5029843.78137,-75.69966991580,45.40572735700,2017-08-31,5:09:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13785,HIGHWAY 417 btwn HWY417 IC129 RAMP25 & TRANSIT,361541.57442,5024374.30376,-75.77577308070,45.35701745690,2017-09-01,1:58:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13786,HIGHWAY 417 btwn HWY417 IC126 RAMP61 & HWY417 IC124 RAMP76,363680.59737,5026541.77477,-75.74821545570,45.37634371380,2017-09-01,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13787,HIGHWAY 417 btwn HWY417 IC119B RAMP76 & HWY417 IC119A RAMP67,368565.50127,5030519.82912,-75.68533719690,45.41170950290,2017-09-01,3:54:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13788,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51,349662.02146,5017836.02589,-75.92798284850,45.29904510740,2017-09-02,12:20:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13789,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,359149.78711,5023071.82303,-75.80644176700,45.34548720310,2017-09-02,4:25:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13790,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,359885.33024,5023158.60653,-75.79704653360,45.34621070210,2017-09-02,9:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13791,HIGHWAY 417 btwn HWY417 IC123 RAMP62 & HWY417 IC122 RAMP16,364948.75982,5028387.84199,-75.73180011780,45.39284655600,2017-09-02,2:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13792,HIGHWAY 416 btwn HWY416 IC66 RAMP62 & HWY416 IC66 RAMP52,359998.71325,5014898.29835,-75.79651981000,45.27187506570,2017-09-02,7:50:00 PM,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13793,HIGHWAY 417 btwn HWY417 IC123 RAMP62 & HWY417 IC122 RAMP16,365092.55233,5028641.56028,-75.72993280880,45.39511709420,2017-09-03,3:42:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13794,HIGHWAY 417 btwn HWY417 IC144 RAMP25 & HWY417 IC142 RAMP51,348230.30527,5016561.50778,-75.94634880560,45.28766652380,2017-09-03,10:45:00 AM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13795,HIGHWAY 417 btwn HWY417 IC119A RAMP75 & HWY417 IC118 RAMP57,368910.32389,5030670.38087,-75.68091264120,45.41303261170,2017-09-02,4:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13796,HIGHWAY 417 btwn HWY417 IC126 RAMP51 & HWY417 IC126 RAMP25,363268.12594,5025967.98480,-75.75354934700,45.37121536630,2017-09-03,2:15:00 PM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13797,HIGHWAY 417 btwn HWY417 IC129 RAMP25 & TRANSIT,361369.04881,5024228.08132,-75.77799168560,45.35571569540,2017-09-03,2:40:00 PM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13798,HIGHWAY 417 btwn HWY417 IC122 RAMP61 & HWY417 IC121B RAMP16,365922.16667,5029274.43641,-75.71925938740,45.40073963630,2017-09-04,9:30:00 AM,00 - Unknown,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13799,HWY417 IC104 RAMP61 btwn ANDERSON RD & HIGHWAY 417,380161.22348,5026172.24354,-75.53787459360,45.37144021420,2017-09-04,3:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13800,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355356.59220,5021616.10943,-75.85499231230,45.33267218040,2017-09-05,9:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13801,HIGHWAY 417 btwn HWY417 IC127 RAMP67 & HWY417 IC126 RAMP16,362759.01368,5025355.70246,-75.76012036380,45.36574840700,2017-09-06,3:22:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13802,HIGHWAY 417 btwn HWY417 IC155 RAMP61 & HWY417 IC145 RAMP56,342192.16921,5017571.85689,-76.02324413510,45.29710528550,2017-09-06,5:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13803,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34,361121.55707,5012513.27803,-75.78248121600,45.25032536580,2017-09-06,7:38:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13804,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34,363781.15405,5009867.43940,-75.74891538350,45.22630003760,2017-09-06,8:50:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13805,HIGHWAY 417 btwn HWY417 IC120A RAMP52 & HWY417 IC119B RAMP57,367836.65140,5030022.52082,-75.69471158430,45.40730090890,2017-09-06,10:05:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13806,RAMP btwn Continuation of RAMP & END (2),346499.97373,5015218.31288,-75.96851902880,45.27568472280,2017-09-07,12:30:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13807,HIGHWAY 417 btwn HWY417 IC126 RAMP25 & HWY417 IC124 RAMP57,363525.76889,5026311.07951,-75.75021956070,45.37428094340,2017-09-07,4:10:00 PM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13808,HIGHWAY 417 btwn HWY417 IC115 RAMP51 & HWY417 IC115 RAMP35,372299.85660,5031479.31251,-75.63750124660,45.41999227760,2017-09-07,4:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13809,HIGHWAY 417 btwn HWY417 IC119A RAMP67 & HWY417 IC118 RAMP76,368948.63740,5030714.66515,-75.68041742630,45.41342755520,2017-09-07,5:30:00 PM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13810,HIGHWAY 417 btwn TRANSIT & HWY417 IC127 RAMP35,361902.02831,5024649.42935,-75.77114098020,45.35946375480,2017-09-08,7:01:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13811,HIGHWAY 417 btwn HWY417 IC127 RAMP25 & HWY417 IC126 RAMP51,362676.72986,5025255.22057,-75.76118244500,45.36485108010,2017-09-08,3:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13812,HWY416 IC75B RAMP25 btwn HWY416 IC75C RAMP24 & HWY417 IC131 RAMP55,358636.42844,5022850.04742,-75.81301640500,45.34353124860,2017-09-09,1:30:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
17-13813,HIGHWAY 416 btwn HWY416 IC49 RAMP24 & HWY416 IC42 RAMP42,370501.49773,4996834.04539,-75.66506021380,45.10843070390,2017-09-09,7:12:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
17-13814,HIGHWAY 417 btwn HWY417 IC124 RAMP67 & HWY417 IC123 RAMP62,364722.80978,5027967.80488,-75.73473662450,45.38908651570,2017-09-09,10:20:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13815,HIGHWAY 417 btwn HWY417 IC124 RAMP67 & HWY417 IC123 RAMP62,364792.65992,5028095.86347,-75.73382909350,45.39023278210,2017-09-10,1:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13816,HIGHWAY 417 btwn HWY417 IC126 RAMP61 & HWY417 IC124 RAMP76,363678.20183,5026540.63952,-75.74824617530,45.37633369990,2017-09-11,6:35:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13817,HWY 417 ST.LAURE IC115R51 @ ST. LAURENT BLVD,372530.38411,5031409.72343,-75.63456551900,45.41934386800,2017-09-11,6:54:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
17-13818,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36,370177.34281,5031113.70700,-75.66466783700,45.41690426500,2017-09-11,8:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-13819,HIGHWAY 417 btwn HWY417 IC127 RAMP25 & HWY417 IC126 RAMP51,362948.06502,5025527.81250,-75.75768696460,45.36728137600,2017-09-11,10:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13820,HIGHWAY 416 btwn HWY416 IC75A RAMP26 & HWY416 IC72 RAMP62,358909.45694,5021585.51295,-75.80967093730,45.33213191340,2017-09-11,2:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13821,HIGHWAY 417 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP35,369338.78836,5030956.89697,-75.67540153480,45.41557119530,2017-09-11,3:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13822,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355627.73510,5021768.32276,-75.85151762580,45.33402222820,2017-09-12,7:21:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13823,HIGHWAY 417 btwn HWY417 IC120B RAMP36 & HWY417 IC119B RAMP76,368086.44943,5030225.50251,-75.69149469620,45.40910473220,2017-09-12,3:25:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13824,HIGHWAY 417 btwn HWY417 IC122 RAMP51 & HWY417 IC122 RAMP15,365306.20221,5028857.92144,-75.72717774630,45.39704543480,2017-09-12,3:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13825,HIGHWAY 417 btwn HWY417 IC121A RAMP16 & HWY417 IC121A RAMP61,367491.10047,5029861.43511,-75.69914601790,45.40588254330,2017-09-12,4:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13826,HIGHWAY 417 btwn HWY417 IC127 RAMP67 & HWY417 IC126 RAMP16,362777.06270,5025357.58277,-75.75988975680,45.36576383310,2017-09-12,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13827,HWY417 IC112 RAMP64 btwn HWY417 IC112 RAMP68 & HIGHWAY 417,374723.61676,5030814.46618,-75.60662901690,45.41377230040,2017-09-12,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13828,HIGHWAY 416 btwn HWY416 IC66 RAMP34 & HWY416 IC72 RAMP53,360273.95120,5017838.79732,-75.79268356230,45.29831227690,2017-09-12,7:50:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13829,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,384863.10538,5024991.21350,-75.47804706220,45.36029285360,2017-09-12,11:55:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13830,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,376886.11359,5027311.08480,-75.57951563810,45.38203143830,2017-09-13,7:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13831,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381437.27352,5025641.34896,-75.52166817970,45.36652520130,2017-09-13,3:14:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
17-13832,HIGHWAY 417 btwn HWY417 IC117 RAMP25 & HWY417 IC115 RAMP51,371759.85417,5031422.50636,-75.64440822500,45.41953305260,2017-09-13,4:07:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13833,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51,364776.05729,5028023.55623,-75.73404989570,45.38958359720,2017-09-13,4:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13834,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC104 RAMP51,377786.38664,5026403.98549,-75.56815543830,45.37377665450,2017-09-13,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13835,HIGHWAY 417 btwn HWY417 IC122 RAMP16 & HWY417 IC122 RAMP61,365242.07371,5028837.10715,-75.72799931030,45.39686369200,2017-09-13,6:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13836,HIGHWAY 417 btwn HWY417 IC96 RAMP61 & HWY417 IC88 RAMP16,392430.28809,5022905.17929,-75.38184429730,45.34061991350,2017-09-13,8:58:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-13837,HIGHWAY 417 btwn HWY417 IC96 RAMP61 & HWY417 IC88 RAMP16,393315.22586,5022669.80549,-75.37059685950,45.33839117820,2017-09-13,8:58:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-13838,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,356199.10529,5022111.51237,-75.84419266900,45.33706866450,2017-09-14,9:21:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13839,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36,370118.75646,5031109.26870,-75.66541690780,45.41686980260,2017-09-14,8:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-13840,HIGHWAY 417 btwn HWY417 IC124 RAMP57 & HWY417 IC124 RAMP55,364108.89278,5027079.76231,-75.74268285900,45.38114831700,2017-09-14,2:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-13841,HWY417 IC119A RAMP75 btwn METCALFE ST & HIGHWAY 417,368549.66833,5030477.97160,-75.68554487090,45.41133432560,2017-09-14,3:51:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13842,HWY417 IC118 RAMP67 btwn HWY417 IC118 RAMP64 & HIGHWAY 417,369598.69042,5031165.46631,-75.67205374430,45.41742380390,2017-09-14,4:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13843,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51,365123.81884,5028668.95882,-75.72953015360,45.39536092710,2017-09-14,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13844,HIGHWAY 417 btwn HWY417 IC118 RAMP35 & HWY417 IC117 RAMP51,370185.02590,5031099.21451,-75.66457160280,45.41677314930,2017-09-14,5:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13845,HIGHWAY 417 btwn HWY417 IC117 RAMP61 & HWY417 IC115 RAMP36,371860.37092,5031453.75689,-75.64311974550,45.41980460330,2017-09-15,11:41:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-13846,HWY417 IC144 RAMP61 btwn HWY417 IC144 RAMP63 & HIGHWAY 417,347731.87488,5016179.01300,-75.95273561880,45.28425532010,2017-09-16,2:57:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13847,HIGHWAY 417 btwn HWY417 IC120B RAMP36 & HWY417 IC119B RAMP76,367738.36601,5029986.76284,-75.69597161300,45.40698801420,2017-09-16,9:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13848,HIGHWAY 417 btwn HWY417 IC126 RAMP25 & HWY417 IC124 RAMP57,363598.36940,5026414.03403,-75.74928045730,45.37520122540,2017-09-16,2:57:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-13849,HIGHWAY 417 btwn HWY417 IC163 RAMP15 & HWY417 IC155 RAMP51,335993.82702,5020223.04681,-76.10210495620,45.32126460730,2017-09-16,4:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13850,HIGHWAY 417 btwn HWY417 IC115 RAMP36 & HWY417 IC115 RAMP26,372410.54385,5031513.36683,-75.63608239640,45.42028799450,2017-09-16,4:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13851,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36,370173.64604,5031110.35269,-75.66471551130,45.41687442980,2017-09-16,10:02:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13852,HWY417 IC112 RAMP66 btwn HIGHWAY 417 & INNES RD,374420.95787,5030936.71512,-75.61047816430,45.41490241010,2017-09-17,3:17:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
17-13853,HIGHWAY 417 btwn HWY417 IC122 RAMP16 & HWY417 IC122 RAMP61,365241.27367,5028823.64256,-75.72801117720,45.39674260950,2017-09-17,1:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,04 - Sideswipe,0
17-13854,HIGHWAY 417 btwn HWY417 IC119A RAMP75 & HWY417 IC118 RAMP57,368928.71282,5030685.73969,-75.68067572640,45.41316911990,2017-09-17,2:41:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13855,HIGHWAY 417 btwn HWY417 IC127 RAMP25 & HWY417 IC126 RAMP51,363108.85562,5025746.06481,-75.75560874060,45.36923182670,2017-09-18,6:27:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13856,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36,355454.33865,5021724.28427,-75.85373425810,45.33363850280,2017-09-19,8:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13857,HIGHWAY 417 btwn HWY417 IC134 RAMP25 & HWY417 IC131 RAMP53,357331.19074,5022608.20603,-75.82969650480,45.34145410330,2017-09-20,8:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13858,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36,370166.60356,5031112.40308,-75.66480521100,45.41689353640,2017-09-20,8:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,04 - Sideswipe,0
17-13859,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36,369775.01945,5031158.96984,-75.66980184650,45.41734899860,2017-09-20,12:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13860,HIGHWAY 417 btwn HWY417 IC122 RAMP15 & HWY417 IC121B RAMP51,365801.11094,5029180.30588,-75.72081718530,45.39990323120,2017-09-20,5:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13861,HIGHWAY 417 btwn HWY417 IC139 RAMP15 & HWY417 IC138 RAMP51,352290.76889,5019694.12351,-75.89428855530,45.31559193060,2017-09-21,7:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13862,HIGHWAY 417 btwn HWY417 IC134 RAMP35 & HWY417 IC134 RAMP25,356666.61556,5022388.01057,-75.83819906430,45.33952221600,2017-09-21,8:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13863,HIGHWAY 417 btwn HWY417 IC129 RAMP25 & TRANSIT,361700.58813,5024496.74395,-75.77372956250,45.35810627950,2017-09-21,9:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13864,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26,359183.44309,5023080.26778,-75.80601138560,45.34556058100,2017-09-21,6:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13865,LEES AVE @  TRANSITWAY/HWY 417 NICHOLAS IC118R,369365.90012,5031280.67418,-75.67501274750,45.41848192230,2017-09-21,6:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-13866,CANAAN RD btwn ETIENNE RD & COLONIAL RD,398263.96125,5037669.21030,-75.30462418270,45.47269348330,2017-09-22,2:15:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13867,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36,370133.36266,5031116.75919,-75.66522931000,45.41693583550,2017-09-22,8:50:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13868,HIGHWAY 417 btwn HWY417 IC163 RAMP15 & HWY417 IC155 RAMP51,336094.72636,5020201.14380,-76.10081934220,45.32106302240,2017-09-22,9:23:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13869,HIGHWAY 417 btwn HWY417 IC119B RAMP76 & HWY417 IC119A RAMP67,368578.61567,5030527.61912,-75.68516865740,45.41177839960,2017-09-22,2:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13870,HIGHWAY 417 btwn HWY417 IC126 RAMP25 & HWY417 IC124 RAMP57,363659.36667,5026490.59855,-75.74849260440,45.37588502150,2017-09-22,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13871,HIGHWAY 417 btwn HWY417 IC117 RAMP51 & HWY417 IC117 RAMP35,370649.88398,5031165.26623,-75.65862389840,45.41732386170,2017-09-22,4:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13872,HIGHWAY 417 btwn TRANSIT & HWY417 IC127 RAMP35,361979.99997,5024708.36165,-75.77013900070,45.35998766830,2017-09-22,4:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13873,HIGHWAY 417 btwn HWY417 IC118 RAMP35 & HWY417 IC117 RAMP51,369812.21147,5031136.33840,-75.66932967200,45.41714191510,2017-09-22,6:06:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13874,HIGHWAY 417 btwn HWY417 IC129 RAMP61 & TRANSIT,361240.85850,5024169.38668,-75.77963438900,45.35519789450,2017-09-22,5:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13875,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,386741.95916,5023938.24622,-75.45424322370,45.35060205630,2017-09-22,11:40:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-13876,HIGHWAY 417 btwn HWY417 IC123 RAMP62 & HWY417 IC122 RAMP16,364884.12184,5028276.68073,-75.73263911470,45.39185189810,2017-09-23,9:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-13877,HIGHWAY 417 btwn HWY417 IC126 RAMP61 & HWY417 IC124 RAMP76,364104.12861,5027115.89841,-75.74273934710,45.38147386700,2017-09-23,1:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-13878,HIGHWAY 417 btwn HWY417 IC122 RAMP61 & HWY417 IC121B RAMP16,366078.82381,5029346.28745,-75.71724959660,45.40137243980,2017-09-23,1:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
