name,latitude,longitude,elevation
BAIE COMEAU CBA,49.22,-68.15,7.6
BAIE ST PAUL,47.42,-70.5,32
BARRIERE CLERMONT,47.7,-70.22,83.8
BERSIMIS,48.97,-68.62,45.7
BERSIMIS S,48.95,-68.65,18.3
BLANC SABLON,51.42,-57.2,7.6
BLANC SABLON,51.42,-57.22,19.2
LOURDES DE BLANC SABLON A,51.45,-57.18,37.18
BLOUGH LAKE,51.75,-68.33,
LOURDES DE BLANC SABLON A,51.44,-57.19,37.2
LOURDES DE BLANC SABLON A,51.44,-57.19,37.2
BARRIERE JALBERT,48.45,-70.7,175.3
BAIE COMEAU,49.23,-68.18,68.6
BAIE JOHAN BEETZ,50.28,-62.8,7.6
CAP AUX CORBEAUX,47.45,-70.45,350.5
CAPE WHITTLE,50.16,-60.06,7
CAP-ROUGE,48.37,-70.54,7.3
CAP TOURMENTE,47.07,-70.78,6.1
CHARLEVOIX A,47.6,-70.23,298
CHARLEVOIX (MRC),47.28,-70.64,722.74
CHATEAU RICHER,46.97,-71.03,15.2
CHEVERY,50.47,-59.64,7.7
CHUTE AUX OUTARDES,49.13,-68.38,15.2
CLARKE CITY,50.18,-66.63,53.3
CLARKE CITY S,50.2,-66.63,61
CLERMONT,47.68,-70.25,152.4
COROSSOL,50.08,-66.38,45.7
CAP-TOURMENTE,47.08,-70.78,6
FIRE LAKE,52.33,-67.37,609.6
FORESTVILLE,48.73,-69.08,76.2
FORESTVILLE NORD,48.75,-69.08,68.6
FORET MONTMORENCY,47.32,-71.15,640
FORET MONTMORENCY RCS,47.32,-71.15,672.8
GAGNON A,51.95,-68.13,567.2
GAGNONVILLE,51.97,-68.17,548.6
GETHSEMANIE,50.22,-60.67,8
GODBOUT,49.32,-67.62,30
GRANDES BERGERONNES,48.25,-69.52,61
GRANDES-BERGERONNES,48.26,-69.52,61
GRAND FONDS,47.75,-70.12,365.8
HARRINGTON HARBOUR,50.53,-59.5,7.6
HAVRE ST PIERRE,50.25,-63.58,6.1
HAVRE ST PIERRE A,50.25,-63.6,4.9
HAVRE-SAINT-PIERRE A,50.28,-63.6,37.8
HAVRE ST. PIERRE,50.28,-63.61,37.8
HAVRE-SAINT-PIERRE A,50.28,-63.6,37.8
LABRIEVILLE B1,49.3,-69.55,152.4
LABRIEVILLE B2,49.17,-69.23,198.1
LABRIEVILLE 2,49.32,-69.58,137.2
LA GALETTE,47.73,-70.73,740.7
LAKE EON,51.87,-63.28,560.8
LA MALBAIE,47.67,-70.15,22.9
ILE AUX PERROQUETS,50.22,-64.21,9
ILE ROUGE,48.07,-69.56,5.9
LAC BARBELL,51.9,-68.17,533.4
LA TABATIERE,50.83,-58.97,7.6
LES BUISSONS,49.12,-68.38,15
LES CHAINONS,49.35,-70.37,609.6
LES EBOULEMENTS,47.5,-70.25,267
LONGUE-POINTE-DE-MINGAN,50.27,-64.23,11
MANIC 5,50.65,-68.73,167.6
MANIC 2 LB1,49.3,-68.4,122
MANIC MILLE 76,49.97,-68.75,335.3
MANICOUAGAN A,50.65,-68.83,406.3
MECATINA R,51.83,-62.88,524.3
MILE 134,51.92,-65.82,
MINGAN,50.28,-64.15,23.2
MINGAN A,50.28,-64.13,21.6
MOISIE,50.22,-66.2,45.7
MONT STE ANNE,47.08,-70.9,182.9
MONT STE-ANNE,47.07,-70.91,167.6
MONT WRIGHT,52.75,-67.33,716.3
NATASHQUAN,50.19,-61.79,11.9
NATASHQUAN A,50.18,-61.82,10.7
NATASHQUAN A,50.19,-61.81,11.7
NOTRE DAME DES MONTS,47.67,-70.42,267
OUTARDES 4,49.7,-68.92,289.6
PENTECOTE,49.73,-67.17,15
PETITE RIV ST FRANCOIS,47.32,-70.57,15
PETIT SAGUENAY,48.18,-70.05,122
POINTE DE L'ISLET,48.14,-69.72,7
POINTE DES MONTS,49.28,-67.37,3
POINTE CLAVEAU,48.26,-70.11,4
POSTE MONTAGNAIS,51.88,-65.73,609.6
QCMR MILE 56,50.48,-67.42,374.9
QCMR MILE 106,51.07,-67.5,485.2
QCMR MILE 146,51.55,-67.43,582.2
RIVIERE AUX PEKANS,53.22,-67.1,487.7
RIVIERE ETERNITE,48.25,-70.4,256
RIVIERE ST AUGUSTIN,51.22,-58.63,7.6
SACRE COEUR,48.25,-69.87,121.9
STE ANNE DE BEAUPRE,47.03,-70.92,76.2
ST CASSIEN DES CAPS,47.37,-70.62,373.4
ST FEREOL,47.12,-70.83,228.6
ST FIDELE,47.73,-70,259.1
ST FIDELE 2,47.73,-69.98,251.5
ST JEAN (IO),46.92,-70.92,30.5
ST JOACHIM,47.07,-70.83,7.6
ST LAURENT ILE D'ORLEANS,46.87,-71.05,61
STE ROSE DU NORD,48.4,-70.53,205
ST SIMEON,47.85,-69.87,15.2
ST TITE DES CAPS,47.15,-70.77,320
ST URBAIN,47.57,-70.55,91.4
SEPT-ILES A,50.22,-66.27,54.9
SEPT-ILES A,50.22,-66.27,54.9
SEPT-ILES UA,50.22,-66.25,53.1
SEPT-ILES,50.22,-66.25,52.6
SHELTER BAY,50.03,-66.9,76.2
TADOUSSAC,48.15,-69.7,70.1
TETE A LA BALEINE,50.7,-59.32,9.1
WACOUNO LAKE,51.42,-65.63,589.8
TOUR LAC AUX PERLES,49.17,-69.83,442
CAOTIBI,50.72,-67.52,609.6
FERMONT,52.8,-67.08,594.4
HAUTERIVE,49.2,-68.3,61
LAC EON,51.87,-63.28,588.9
ILE AUX COUDRES,47.38,-70.38,15.2
LES PALISSADES,47.9,-69.93,137.2
LES ESCOUMINS,48.35,-69.42,15.2
MATAMEK,50.28,-65.97,4.6
POINTE-DES-MONTS,49.32,-67.38,5.9
RIVIERE AU TONNERRE,50.28,-64.78,15.2
RIVIERE ST JEAN,50.3,-64.32,14.9
ST FRANCOIS IO,46.98,-70.83,48.8
ST HILARION,47.6,-70.4,411.5
SAULT AU MOUTON,48.55,-69.25,46.9
TOULNUSTOUC,50.08,-67.95,274.3
CAMP M-107,51.07,-67.48,487.7
CAMP PROFOND,50.02,-67.38,106.7
POINTE NOIRE CS,50.16,-66.43,24
BAIE-COMEAU,49.26,-68.15,129.5
BLANC-SABLON A (AUT),51.45,-57.18,36.9
ALBERTVILLE,48.3,-67.35,335.3
AMHERST ISLAND CDA EPF,47.22,-61.97,15.2
AMQUI,48.52,-67.45,182.9
AMQUI,48.47,-67.43,166
ANSE AU GRIFFON,48.93,-64.28,61
ANTICOSTI HEATH POINT,49.1,-61.7,9.1
ANTICOSTI SW POINT,49.4,-63.55,7.3
ANTICOSTI WEST POINT,49.87,-64.53,9.1
ARMAGH,46.75,-70.53,358
ARMAGH STATION,46.72,-70.62,312.4
BARRAGE LAC MORIN,47.65,-69.52,198.1
BARRAGE MISTIGOUGECHE,48.18,-68.02,320
BARRAGE MITIS,48.33,-67.9,266.7
BERRY MOUNTAIN,48.67,-66.15,152.4
BIC,48.37,-68.7,18.3
BIC,48.4,-68.67,23
BIRD ROCKS,47.85,-61.13,32.3
BONAVENTURE,48.05,-65.48,19.5
BARRIERE MISTIGOUGECHE,48.2,-68.07,312.4
BARRIERE MITIS,48.37,-67.93,236.2
BAIE DES SABLES,48.7,-67.83,99
CAP CHAT,49.08,-66.75,36.6
CAP CHAT DELVAL,49.1,-66.7,30.5
CAP CHAT EST,49.12,-66.65,15.2
CAP-D'ESPOIR,48.42,-64.32,15.4
CAP DES ROSIERS,48.85,-64.2,15
CAP CHAT (AUT),49.08,-66.73,35.3
CAPLAN,48.1,-65.68,22.9
CAP MADELEINE,49.23,-65.32,2
CAP-MADELEINE,49.25,-65.32,29
CAP SEIZE,49.02,-66.4,229
CARLETON,48.12,-66.13,12.2
CASCAPEDIA,48.7,-66.22,
CAUSAPSCAL,48.37,-67.23,168
CAUSAPSCAL AIRPORT,48.31,-67.25,123
CAUSAPSCAL RECHERCHES,48.5,-67.17,332.2
CHANDLER,48.35,-64.68,38.1
CORTEREAL,48.9,-64.6,21.3
DEPOT JOHN,48.65,-67.27,99.1
FAME POINT,49.1,-64.6,53.6
FAREWELL COVE,48.87,-64.45,15.2
GASPE,48.83,-64.48,30
GASPE A,48.78,-64.48,34.1
GASPE A,48.78,-64.48,34.1
GASPE A,48.78,-64.48,34.1
GASPE 2,49.12,-64.7,26.5
GRANDE RIVIERE,48.38,-64.53,8
GRANDE VALLEE,49.2,-65.15,7.6
GRINDSTONE ISLAND,47.38,-61.87,59.7
ETANG A LA TRUITE,48.68,-66.78,337.1
HAVRE-AUBERT,47.23,-61.85,15.2
HAVRE AUX MAISONS,47.42,-61.8,15.2
HEATH POINT,49.09,-61.7,7
HONFLEUR,46.68,-70.85,175
ILES DE LA MADELEINE A,47.43,-61.78,10.7
ILES DE LA MADELEINE A,47.43,-61.78,10.7
KAMOURASKA,47.58,-69.85,9.1
LAC HUMQUI,48.28,-67.57,235.9
L'ALVERNE,48.13,-66.7,290
LAMARTINE,47.03,-70.35,63
ILES DE LA MADELEINE,47.43,-61.77,7.6
LA POCATIERE CDA,47.35,-70.03,30.5
LA POCATIERE,47.36,-70.03,31
LE GITE,48.95,-66.13,228.9
LES FONDS,49.05,-66.68,14.9
LUCEVILLE,48.52,-68.37,38.1
MANCHE D'EPEE,49.23,-65.43,30
MATANE,48.85,-67.47,30
MATAPEDIA,47.97,-66.93,16.2
MINE MADELEINE,48.98,-66.02,780.3
MONT BLEU,47.57,-69.38,657.1
MONT-JOLI A,48.6,-68.22,52.4
MONT JOLI A,48.61,-68.21,52.4
MONT-JOLI,48.6,-68.19,55
MONT LOGAN,48.9,-66.63,1127.8
MONT LOUIS,49.23,-65.73,15.2
MONTMAGNY,46.97,-70.58,15.2
MURDOCHVILLE,48.95,-65.52,574.5
NEW CARLISLE,48.03,-65.27,45
NEW CARLISLE 1,48.01,-65.33,46.4
NEW RICHMOND,48.17,-65.8,47
NEW RICHMOND EAST,48.16,-65.84,2
NOTRE DAME DU LAC,47.6,-68.8,320
NOTRE DAME DU ROSAIRE,46.83,-70.4,373.4
NOUVELLE,48.1,-66.3,7
OUIMET,48.32,-68.2,305
PARC DE LA GASPESIE,48.98,-66.37,208.2
PARC METIS,48.63,-68.13,15.2
PARKE,47.57,-69.52,281.9
PERCE,48.52,-64.2,87.8
PETITE MATANE,48.87,-67.45,3
POINTE AU PERE,48.5,-68.48,7.6
POINTE-AU-PERE (INRS),48.51,-68.47,4.9
POINTE FREGATE,49.2,-64.93,6.1
PORT DANIEL,48.15,-64.98,68.6
PORT MENIER,49.82,-64.35,5.5
PORT MENIER,49.85,-64.45,34.4
PORT-MENIER,49.84,-64.29,55.2
PRICE,48.6,-68.13,73.2
RIMOUSKI,48.45,-68.52,35.7
RIVIERE AU RENARD,49.02,-64.4,40.8
RIVIERE BLEUE,47.43,-69.03,213
RIVIERE DU LOUP,47.8,-69.55,148.4
RIVIERE-DU-LOUP,47.81,-69.55,146.5
RIVIERE MANIE,47.4,-69.65,307.8
ROMIEU SUD,48.93,-66.8,396.2
ST ALEXIS DE MATAPEDIA,47.98,-67.07,274
STE ANNE DES MONTS,49.13,-66.47,15.2
RIVIERE-DU-LOUP / ST-ANTONIN,47.8,-69.45,152
ST ARSENE,47.95,-69.38,76.2
ST BRUNO KAMOURASKA,47.45,-69.78,198.1
ST CAMILLE,46.48,-70.22,396
ST CHARLES GARNIER,48.33,-68.05,323.1
ST CLEMENT,47.92,-69.1,259.1
ST DAMASE DE MATANE,48.65,-67.82,190.5
ST DAMASE DES AULNAIES,47.2,-70.13,274
SAINT-DENIS-DE-KAMOURASKA,47.51,-69.88,14
ST ELEUTHERE,47.48,-69.28,290
ST ELZEAR DE BONAVENTURE,48.18,-65.35,229
ST GABRIEL,48.48,-68.15,259.1
STE GERMAINE,46.42,-70.47,510.5
ST GUY,48.05,-68.82,320
ST JEAN DE BREBEUF DUGAL,48.2,-66.33,320
ST JEAN DE CHERBOURG,48.88,-67.12,350.5
STE LUCIE,46.73,-70.02,373
ST MALACHIE,46.55,-70.82,221
SAINTE MARGUERITE MARIE,48.32,-67.1,445
SAINT MICHEL,46.87,-70.88,69
ST MODESTE,47.85,-69.38,152.4
ST OCTAVE DE L'AVENIR,48.98,-66.55,381
ST PAMPHILE,46.97,-69.78,388
ST PASCAL,47.53,-69.82,30.5
ST PAULIN D'ALIBAIRE,48.92,-66.83,381
STE PERPETUE,47.05,-69.93,411
ST PHILEMON,46.67,-70.42,449.9
ST RAPHAEL,46.82,-70.75,106.7
ST RENE DE MATANE,48.68,-67.38,61
STE ROSE DU DEGELIS,47.57,-68.63,150.9
ST VALLIER,46.83,-70.83,91.4
SQUATECK,47.88,-68.7,198
TRINITE DES MONTS,48.13,-68.48,262
TROIS PISTOLES,48.15,-69.12,58
TROUT RIVER DEPOT,48.68,-66.78,336.8
VAL D ESPOIR,48.52,-64.38,91.4
WAKEHAM,48.85,-64.62,15.2
CARLETON SUR MER,48.13,-66.12,541
ILES DE LA MADELEINE A,47.42,-61.78,10.7
MURDOCHVILLE HOLLAND,48.95,-65.52,624.8
ST PACOME,47.38,-69.95,83.8
FOND D'ORMES,48.22,-68.47,175.9
FONTENELLE,48.93,-64.65,15
LADRIERE,48.25,-68.78,148
ILE BICQUETTE,48.42,-68.89,7
TOUR NO 4 (MCDONALD),49.72,-63.22,198.1
TOUR PELLETIER,47.58,-69.37,
CAP-CHAT,49.11,-66.65,5
AIGREMONT,49.3,-73.85,403.9
ALBANEL,48.88,-72.45,152
ARVIDA,48.43,-71.17,102.1
BAGOTVILLE A,48.33,-71,159.1
BARRIERE N CHIBOUGAMAU,49.5,-74.17,396.2
BRE #3 RIV-AUX-RATS,49.22,-72.25,335.3
BARRIERE SUD LA DORE,48.82,-72.73,198.1
BONNARD,50.73,-71.05,506
BONNARD 1,50.73,-71.01,498
BARRIERE MILOT,48.9,-71.77,167.6
BARRIERE ETIENNICHE,49.45,-71.38,320
CHAMOUCHOUANE,49.28,-73.36,303.8
CHEMIN CHIBOUGAMAU,49.28,-73.63,365.8
CHEMIN CHUTE DES PASSES,49.42,-71.4,365.8
CHICOUTIMI,48.42,-71.08,15.2
CHICOUTIMI OUEST,48.42,-71.08,175
CHICOUTIMI UNIVERSITE,48.42,-71.05,76.2
CHUTE A LA SAVANE,48.78,-71.85,140.2
CHUTE A MURDOCK,48.52,-71.25,188.4
CHUTE AUX GALETS,48.65,-71.2,152.4
CHUTE DES PASSES,49.85,-71.15,270.7
CHUTE-DES-PASSES,49.84,-71.17,398.2
CHUTE DES PASSES 2,49.82,-71.15,266.7
CHUTE DU DIABLE,48.75,-71.7,173.7
DOLBEAU,48.88,-72.23,127.4
FERLAND,48.2,-70.83,198.1
HEBERTVILLE,48.45,-71.67,157
HEMON,49.07,-72.6,182.9
ISLE MALIGNE,48.58,-71.63,76.2
JONQUIERE,48.43,-71.14,135.62
KENOGAMI,48.42,-71.25,115.5
LAC BOUCHETTE,48.22,-72.17,358
LAC DES COMMISSAIRES,48.18,-72.25,358.1
LAC HA HA,48,-70.78,502.9
LAC ONATCHIWAY,48.9,-71.03,304.8
LAC PAMOUSCACHIOU,49.28,-70.98,350.5
LAC STE CROIX,48.42,-71.75,152
LATERRIERE,48.3,-71.13,152.4
LATERRIERE,48.31,-71.13,162.7
MANUAN LAKE,50.63,-70.53,495.3
MESY,48.27,-71.68,384
MISTASSIBI,49.32,-72.03,243.8
MISTASSINI,48.85,-72.2,121.9
MISTOOK,48.6,-71.72,112.5
MONT APICA,47.97,-71.42,548.6
MURDOCK WILSON,48.52,-71.25,91.4
NORMANDIN,48.84,-72.55,137.2
NORMANDIN CDA,48.85,-72.53,137.2
NOTRE DAME DE LORETTE,49.07,-72.32,182.9
ONATCHIWAY,48.89,-71.03,304
PASSE DANGEREUSE DAM,49.88,-71.27,457.2
PERIBONCA,48.77,-72.03,103
PORTAGE DES ROCHES,48.3,-71.22,164.6
RIVIERE A MARS,48,-71,518.2
RIVIERE AUX RATS,49.42,-72.2,185.9
RIVIERE JOLY,49.15,-71.18,350.5
ROBERVAL A,48.52,-72.27,178.6
ROBERVAL A,48.52,-72.27,178.6
ROBERVAL A,48.52,-72.27,178.6
ROBERVAL NORD,48.53,-72.23,102.1
ST AMBROISE,48.57,-71.33,121.9
ST COEUR DE MARIE,48.63,-71.72,106.7
ST FELICIEN,48.65,-72.45,111.6
ST-HENRI,48.65,-71.85,103
ST LEON DE LABRECQUE,48.67,-71.52,131.1
ST PRIME,48.62,-72.42,121.9
SHIPSHAW,48.45,-71.22,22.9
VAN BRUYSSEL,47.95,-72.17,394.4
LAC ALEX,49.25,-71.47,457.2
LAC NICAUBA S,49.37,-74.12,384
LA DORE,48.77,-72.72,182.9
RIVIERE CHIGOUBICHE,48.98,-73.3,335.3
ST-GEDEON,48.48,-71.78,103
LAC BENOIT,51.53,-71.11,549
MANOUANE EST,50.66,-70.53,497
FALARDEAU,48.63,-71.13,198.1
LA BAIE,48.3,-70.92,151.64
BARRAGE A LAC KEMPT,47.55,-74.18,420.6
BARRAGE CICONCINE,47.38,-73.03,205.7
BGE C LAC CHATEAUVERT,47.77,-73.9,382.5
BARRAGE GOUIN,48.35,-74.1,403.9
BARRAGE MATTAWIN,46.85,-73.65,365.8
BARRAGE MONDONAC,47.45,-73.93,457.2
BELLE PLAGE,48.68,-74.02,411.5
BARRIERE ST GUILLAUME,46.6,-74.17,411.5
BARRAGE GOUIN S,48.35,-74.1,403.9
CLOVA,48.12,-75.37,423.4
COMMISSAIRE,47.99,-72.3,419
GRANDE ANSE,47.1,-72.93,119
LAC INMAN,46.98,-73.18,320
LAC MARTEL,48.08,-73.12,365.8
LA TUQUE,47.4,-72.78,152
MANOUAN SANMAUR,47.9,-73.8,356.9
MANOUAN SANMAUR 2,47.9,-73.8,356.9
OBIDJUAN,48.63,-74.93,408.4
OSKELANEO,48.12,-75.2,415.1
OSKELANEO 1,48.12,-75.17,396.2
OSKELANEO 2,0,0,0
PARENT S,47.92,-74.62,410
PARENT,47.92,-74.62,444.71
PARENT,47.88,-74.68,627.9
RAPIDE BLANC,47.8,-72.97,277.1
ST MICHEL DES SAINTS,46.68,-73.92,350.5
SAINT-MICHEL-DES-SAINTS,46.82,-74.09,429.9
SANMAUR,47.88,-73.8,356.6
LA TUQUE,47.41,-72.79,168.9
LA TUQUE S,47.4,-72.78,167.6
BARRAGE CABONGA,47.32,-76.47,365.8
BARRAGE ANGLIERS,47.55,-79.24,266.9
BARRAGE TEMISCAMINGUE,46.71,-79.1,181.4
BELLETERRE,47.38,-78.7,321.6
CADILLAC,48.22,-78.38,320.6
CADILLAC,48.2,-78.33,324.6
GRAND LAC VICTORIA,47.83,-77.37,329.2
KIPAWA LANIEL,47.05,-79.27,280.4
LAC DES LOUPS A,46.98,-76.48,387.1
LAC DOZOIS (BGE BOURQUE),47.63,-77.3,350.5
LE DOMAINE,47.03,-76.53,365.8
MANNEVILLE,48.55,-78.48,311.2
MONTBEILLARD,48.05,-79.27,290
MONT BRUN,48.42,-78.73,304.8
MOOSE BAY KIPAWA,46.78,-78.98,274.3
NORANDA,48.25,-79.02,286.5
NORANDA LAKE DUFAULT,48.28,-79,292.9
NOTRE DAME DU NORD,47.62,-79.45,214.9
RAPIDE DES JOACHIMS,46.2,-77.7,137.2
RAPIDE-SEPT,47.77,-78.3,310.9
RAPIDE NO 2,47.93,-78.57,289.6
RED PINE CHUTE,46.85,-78.62,274.3
REMIGNY,47.72,-79.23,289.9
RIVIERE KINOJEVIS,48.22,-78.87,289.6
ROQUEMAURE,48.63,-79.46,269.4
ROUYN,48.25,-79.03,318
ROUYN,48.28,-78.97,289.6
ROUYN,48.3,-78.92,274.3
ROUYN-NORANDA A,48.21,-78.84,301.1
ROUYN A,48.22,-78.83,301.1
VILLE MARIE,47.35,-79.43,213
EVAIN,48.25,-79.1,302.4
LATULIPE,47.43,-79.02,274.3
ROUYN MCWATTERS,48.22,-78.87,286.5
LAC SASSAGENAGA,47.13,-78.62,335.3
ABITIBI POST,48.72,-79.37,259.1
AMOS,48.57,-78.13,310
BARRAUTE,48.37,-77.65,305
BARRIERE LOUVICOURT,47.87,-77.33,317.3
BARVILLE,48.42,-77.47,318.5
BROUILLAN,49.8,-78.95,259.1
CACHE LAKE,49.83,-74.42,381.9
CHAPAIS,49.78,-74.87,402
CHAPAIS,49.82,-74.98,381.1
CHAPAIS 2,49.78,-74.85,396.2
CHIBOUGAMAU-CHAPAIS A,49.77,-74.53,387.1
CHIBOUGAMAU,49.92,-74.37,378
CHIBOUGAMAU A,49.82,-74.42,401.7
CHIBOUGAMAU CHAPAIS A,49.77,-74.53,387.1
CHIBOUGAMAU CHAPAIS A,49.77,-74.53,387.1
CHIBOUGAMAU CHAPAIS A,49.77,-74.53,387.1
CHIBOUGAMAU-CHAPAIS,49.78,-74.53,381
COOPER LAKE,49,-74.42,426.7
DESMARAISVILLE,49.52,-76.17,289.9
DESTOR,48.55,-79.03,335.3
DOUCET,48.22,-76.62,376.7
EASTMAIN,52.25,-78.52,6.1
EASTMAIN RIVER A,52.23,-78.52,7.3
EASTMAIN A,52.23,-78.52,7.32
EASTMAIN RIVER A,52.23,-78.52,7.3
FORSYTHE,48.23,-76.43,374.6
FORT GEORGE,53.83,-79,6.7
FORT RUPERT,51.48,-78.75,12.2
HELENE,53.45,-77.5,152.4
JOUTEL,49.47,-78.3,289.6
LAC CACHE,49.82,-74.43,350.5
LAC CHARRON,49.5,-74.33,365.8
LAC NICAUBA,49.42,-74.33,381
LAC 76475347 SITE 1,53.78,-76.78,
LA FERME,48.58,-78.17,320.3
LA GRANDE 4 A,53.75,-73.68,306.3
LA GRANDE RIVIERE A,53.63,-77.7,195.1
LA GRANDE RIVIERE A,53.63,-77.7,194.8
LA GRANDE IV A,53.76,-73.68,306.3
LA GRANDE III A,53.57,-76.2,236.22
LA GRANDE IV A,53.76,-73.68,306.3
LA GRANDE IV,53.76,-73.68,302.8
LAC 76475347 SITE 2,53.75,-76.7,
LA GRANDE LG3,53.72,-75.95,243.8
LA MORANDIERE,48.62,-77.62,296.9
LA SARRE,48.78,-79.22,244.1
LA SARRE,48.78,-79.1,289.6
LEBEL SUR QUEVILLON,49.05,-76.97,304.5
MATAGAMI A,49.76,-77.8,279.8
MATAGAMI,49.76,-77.79,281.03
MATAGAMI,49.73,-77.63,256
MATAGAMI A,49.77,-77.82,281.3
MEGISCANE,48.4,-77.08,416.7
MIQUELON,49.42,-76.45,304.8
MISTASSINI POST,50.42,-73.88,379.8
NEMISCAU,51.32,-77.02,231.3
NEMISCAU A,51.7,-76.12,244.5
NITCHEQUON,53.2,-70.9,536.1
NOUVEAU COMPTOIR,53,-78.82,9.1
OPEMISKA,49.78,-74.87,314.6
PALMAROLLE,48.67,-79.17,275.8
PETIT LAC OPINACA,52.37,-76.77,
POSTE DE CHAPAIS,49.48,-75.3,381
POULARIES,48.68,-78.98,290
PRESSE,48.23,-76.73,366.1
RAPIDE DES CEDRES,49.02,-77.07,279.5
RENAULT,49.78,-75.87,335.3
RIVIERE EASTMAIN,52.32,-77.1,246.6
RIVIERE HEVA,48.2,-78.13,305
RIVIERE MICHEL,52.33,-77.08,182.9
RIVIERE RUPERT,51.35,-77.33,259.1
RIVIERE TEMISCAMIE,50.95,-73.03,411.5
RUPERT,52.18,-77.15,243.8
SENNETERRE,48.4,-77.25,316.4
SENNETERRE,48.33,-77.27,310
SENNETERRE A,48.33,-77.18,338.6
SENNETERRE (RADAR),48.37,-77.23,313.9
TASCHEREAU,48.67,-78.7,310
TASCHEREAU 2,48.67,-78.68,317
VAL-D'OR A,48.06,-77.79,337.4
VAL-D'OR,48.06,-77.79,338.88
VAL D'OR A,48.05,-77.78,337.4
VAL D'OR A,48.05,-77.78,337.4
VAL ST GILLES,48.98,-79.13,290
WASKAGANISH A,51.48,-78.75,24.08
WASKAGANISH A,51.47,-78.76,24.08
WASKAGANISH A,51.47,-78.76,24.1
WEMINDJI A,53.02,-78.83,20.11
WEMINDJI A,53.01,-78.83,20.1
WEMINDJI A,53.01,-78.83,20.1
CAMP DES PINS,53.55,-77.67,175.3
DUPARQUET,48.52,-79.27,289.6
LAC RANDAL,51.37,-77.35,228.6
LA GRANDE LG4,53.83,-73.5,335.3
LAC CHICOBI,48.83,-78.48,310.9
LAC BERRY,48.8,-78.28,305
LAC ALBANEL,50.97,-73.03,396.2
LAC ALLARD,50.72,-77.68,228.6
LAC ATTILA,53.57,-77.62,152.4
MATAGAMI (MILLE 42),49.07,-77.97,325.2
RIVIERE TURGEON,48.98,-79.17,283.5
CAMP DES SAULES,52.18,-77.15,243.8
LAC NATHALIE,53.45,-77.45,160
LAC CARAVAN,53.03,-77.37,228.6
LOUVICOURT,48.07,-77.38,320
AKULIVIK A,60.82,-78.15,23.2
AKULIVIK A,60.82,-78.15,23.2
AKULIVIK A,60.82,-78.15,23.16
INUKJUAK A,58.47,-78.08,25.3
INUKJUAK UA,58.47,-78.08,24.4
INUKJUAK A,58.47,-78.08,26.21
INUKJUAK,58.45,-78.17,10
IVUJIVIK A,62.42,-77.93,38.7
IVUJIVIK A,62.42,-77.93,38.7
IVUJIVIK A,62.42,-77.93,38.7
KUUJJUARAPIK A,55.28,-77.75,12.2
KUUJJUARAPIK A,55.28,-77.77,12.2
KUUJJUARAPIK,55.37,-77.57,30
POVUNGNITUK,60.03,-77.27,15.2
PUVIRNITUQ A,60.05,-77.28,25.3
PUVIRNITUQ A,60.05,-77.29,25.3
UMIUJAQ A,56.54,-76.52,76.5
UMIUJAQ A,56.54,-76.52,76.5
UMIUJAQ A,56.53,-76.52,76.5
INUKJUAK,58.47,-78.08,26.21
ASBESTOS HILL,61.8,-73.95,483.7
AUPALUK A,59.3,-69.6,36.9
AUPALUK A,59.3,-69.6,36.9
BORDER A,55.33,-63.22,464.8
BORDER (AUT),55.33,-63.22,479
BAIE WAKEHAM,61.6,-71.97,6.1
AUPALUK A,59.3,-69.6,36.9
CAPE HOPES ADVANCE,61.08,-69.55,73.2
DECEPTION BAY,62.12,-74.62,30.5
DUPLANTER,54.83,-69.88,533.4
FORT MCKENZIE,56.88,-69.05,76.2
HOPES ADVANCE BAY,59.33,-69.77,46.6
INDIAN HOUSE LAKE,56.23,-64.73,310.9
KANGIQSUJUAQ A,61.59,-71.93,157.6
KANGIQSUJUAQ A,61.59,-71.93,157.6
KANGIQSUJUAQ A,61.59,-71.93,157.58
KANGIRSUK A,60.02,-70,123.75
KANGIRSUK A,60.03,-70,123.8
KANGIRSUK A,60.03,-70,123.8
KANGIQSUALUJJUAQ A,58.71,-65.99,66.1
KANGIQSUALUJJUAQ A,58.71,-65.99,66.1
KUUJJUAQ A,58.1,-68.42,39.93
KUUJJUAQ A,58.09,-68.42,39.9
PARC NATIONAL DES PINGUALUIT,61.31,-73.67,503.4
PAYNE RIVER,60.1,-71.07,
QUAQTAQ,61.05,-69.63,30.4
QUAQTAQ A,61.05,-69.62,32.3
QUAQTAQ A,61.05,-69.62,32.31
QUAQTAQ A,61.05,-69.62,32.3
RIVIERE AUX FEUILLES,57.91,-72.98,171.39
SALLUIT,62.18,-75.67,228
SALLUIT A,62.18,-75.67,227.1
SALLUIT A,62.18,-75.67,227.1
SCHEFFERVILLE,54.8,-66.8,518.2
SCHEFFERVILLE A,54.81,-66.81,520.9
SCHEFFERVILLE A,54.8,-66.82,521.8
SCHEFFERVILLE,54.8,-66.8,517.2
TASIUJAQ A,58.67,-69.96,36.9
TASIUJAQ A,58.67,-69.96,36.9
TASIUJAQ A,58.67,-69.95,36.9
SALLUIT A,62.18,-75.67,227.08
KANGIQSUALUJJUAQ A,58.71,-65.99,66.14
SUGLUK,62.2,-75.63,15.2
ACADIA FOREST EXP ST,45.99,-66.36,54
ACADIEVILLE,46.73,-65.28,61
ALMA,45.6,-64.95,42.7
